Average_Perplexity Score: 60.869935999999946
the project gutenberg ebook <PUN> pride and prejudice <PUN> by jane austen <PUN> edited by r <PUN>    PP Score = 13.235
<PUN> <PUN> to be only just <PUN> tolerable <PUN> <PUN>    PP Score = 3.597
<PUN> <PUN> i beg you would not put it into lizzy <PUN> s head to be vexed by his ill <PUN> treatment <PUN> for he is such a disagreeable man that it would be quite a misfortune to be liked by him <PUN>    PP Score = 4.681
mrs <PUN>    PP Score = 98.604
long told me last night that he sat close to her for half an hour without once opening his lips <PUN>    PP Score = 6.016
<PUN> <PUN> are you quite sure <PUN> ma <PUN> am <PUN>    PP Score = 2.874
<PUN> said jane <PUN>    PP Score = 14.153
<PUN> <PUN> <PUN> i certainly saw mr <PUN>    PP Score = 6.630
darcy speaking to her <PUN>    PP Score = 14.590
<PUN> <PUN> aye <PUN> <PUN> because she asked him at last how he liked netherfield <PUN> and he could not help answering her <PUN> <PUN> <PUN> but she said he seemed very angry at being spoke to <PUN>    PP Score = 5.477
<PUN> <PUN> miss bingley told me <PUN> <PUN> said jane <PUN> <PUN> that he never speaks much unless among his intimate acquaintance <PUN>    PP Score = 4.785
with <PUN> them <PUN> he is remarkably agreeable <PUN>    PP Score = 10.063
if he had been so very agreeable he would have talked to mrs <PUN>    PP Score = 7.943
long <PUN>    PP Score = 527.556
but i can guess how it was <PUN> every body says that he is ate up with pride <PUN> and i dare say he had heard somehow that mrs <PUN>    PP Score = 6.152
long does not keep a carriage <PUN> and had come to the ball in a hack chaise <PUN>    PP Score = 16.076
<PUN> <PUN> i do not mind his not talking to mrs <PUN>    PP Score = 4.819
long <PUN> <PUN> said miss lucas <PUN> <PUN> but i wish he had danced with eliza <PUN>    PP Score = 5.290
<PUN> <PUN> i believe <PUN> ma <PUN> am <PUN> i may safely promise you <PUN> never <PUN> to dance with him <PUN>    PP Score = 3.764
<PUN> <PUN> his pride <PUN> <PUN> said miss lucas <PUN> <PUN> does not offend <PUN> me <PUN> so much as pride often does <PUN> because there is an excuse for it <PUN>    PP Score = 4.299
one cannot wonder that so very fine a young man <PUN> with family <PUN> fortune <PUN> every thing in his favour <PUN> should think highly of himself <PUN>    PP Score = 4.624
if i may so express it <PUN> he has a <PUN> right <PUN> to be proud <PUN>    PP Score = 6.976
<PUN> <PUN> that is very true <PUN> <PUN> replied elizabeth <PUN> <PUN> and i could easily forgive <PUN> his <PUN> pride <PUN> if he had not mortified <PUN> mine <PUN> <PUN>    PP Score = 3.859
<PUN> <PUN> pride <PUN> <PUN> observed mary <PUN> who piqued herself upon the solidity of her reflections <PUN> <PUN> is a very common failing i believe <PUN>    PP Score = 7.047
by all that i have ever read <PUN> i am convinced that it is very common indeed <PUN> that human nature is particularly prone to it <PUN> and that there are very few of us who do not cherish a feeling of self <PUN> complacency on the score of some quality or other <PUN> real or imaginary <PUN>    PP Score = 6.134
a person may be proud without being vain <PUN>    PP Score = 12.944
pride relates more to our opinion of ourselves <PUN> vanity to what we would have others think of us <PUN>    PP Score = 5.046
darcy <PUN> <PUN> cried a young lucas who came with his sisters <PUN> <PUN> i should not care how proud i was <PUN>    PP Score = 4.228
i would keep a pack of foxhounds <PUN> and drink a bottle of wine every day <PUN>    PP Score = 12.558
<PUN> <PUN> then you would drink a great deal more than you ought <PUN> <PUN> said mrs <PUN>    PP Score = 4.154
bennet <PUN> <PUN> and if i were to see you at it i should take away your bottle directly <PUN>    PP Score = 4.836
<PUN> the boy protested that she should not <PUN> she continued to declare that she would <PUN> and the argument ended only with the visit <PUN>    PP Score = 5.594
chapter vi <PUN>    PP Score = 78.046
the ladies of longbourn soon waited on those of netherfield <PUN>    PP Score = 7.376
the visit was returned in due form <PUN>    PP Score = 11.554
miss bennet <PUN> s pleasing manners grew on the good will of mrs <PUN>    PP Score = 6.062
hurst and miss bingley <PUN> and though the mother was found to be intolerable and the younger sisters not worth speaking to <PUN> a wish of being better acquainted with <PUN> them <PUN> <PUN> was expressed towards the two eldest <PUN>    PP Score = 4.001
by jane this attention was received with the greatest pleasure <PUN> but elizabeth still saw superciliousness in their treatment of every body <PUN> hardly excepting even her sister <PUN> and could not like them <PUN> though their kindness to jane <PUN> such as it was <PUN> had a value as arising in all probability from the influence of their brother <PUN> s admiration <PUN>    PP Score = 5.694
it was generally evident whenever they met <PUN> that he <PUN> did <PUN> admire her <PUN> and to <PUN> her <PUN> it was equally evident that jane was yielding to the preference which she had begun to entertain for him from the first <PUN> and was in a way to be very much in love <PUN> but she considered with pleasure that it was not likely to be discovered by the world in general <PUN> since jane united with great strength of feeling <PUN> a composure of temper and a uniform cheerfulness of manner <PUN> which would guard her from the suspicions of the impertinent <PUN>    PP Score = 4.268
she mentioned this to her friend miss lucas <PUN>    PP Score = 7.697
<PUN> it may perhaps be pleasant <PUN> <PUN> replied charlotte <PUN> <PUN> to be able to impose on the public in such a case <PUN> but it is sometimes a disadvantage to be so very guarded <PUN>    PP Score = 5.014
if a woman conceals her affection with the same skill from the object of it <PUN> she may lose the opportunity of fixing him <PUN> and it will then be but poor consolation to believe the world equally in the dark <PUN>    PP Score = 6.803
there is so much of gratitude or vanity in almost every attachment <PUN> that it is not safe to leave any to itself <PUN>    PP Score = 5.835
we can all <PUN> begin <PUN> freely <PUN> <PUN> a slight preference is natural enough <PUN> but there are very few of us who have heart enough to be really in love without encouragement <PUN>    PP Score = 4.866
bingley likes your sister undoubtedly <PUN> but he may never do more than like her <PUN> if she does not help him on <PUN>    PP Score = 5.402
<PUN> <PUN> but she does help him on <PUN> as much as her nature will allow <PUN>    PP Score = 4.370
if <PUN> i <PUN> can perceive her regard for him <PUN> he must be a simpleton indeed not to discover it too <PUN>    PP Score = 5.644
<PUN> <PUN> remember <PUN> eliza <PUN> that he does not know jane <PUN> s disposition as you do <PUN>    PP Score = 7.329
<PUN> <PUN> but if a woman is partial to a man <PUN> and does not endeavour to conceal it <PUN> he must find it out <PUN>    PP Score = 4.690
<PUN> <PUN> perhaps he must <PUN> if he sees enough of her <PUN>    PP Score = 5.794
but though bingley and jane meet tolerably often <PUN> it is never for many hours together <PUN> and as they always see each other in large mixed parties <PUN> it is impossible that every moment should be employed in conversing together <PUN>    PP Score = 5.269
but these are not jane <PUN> s feelings <PUN> she is not acting by design <PUN>    PP Score = 7.618
as yet <PUN> she cannot even be certain of the degree of her own regard <PUN> nor of its reasonableness <PUN>    PP Score = 9.955
she has known him only a fortnight <PUN>    PP Score = 9.900
this is not quite enough to make her understand his character <PUN>    PP Score = 7.875
<PUN> <PUN> not as you represent it <PUN>    PP Score = 5.061
had she merely <PUN> dined <PUN> with him <PUN> she might only have discovered whether he had a good appetite <PUN> but you must remember that four evenings have been also spent together <PUN> <PUN> and four evenings may do a great deal <PUN>    PP Score = 5.062
<PUN> <PUN> yes <PUN> these four evenings have enabled them to ascertain that they both like vingt <PUN> un better than commerce <PUN> but with respect to any other leading characteristic <PUN> i do not imagine that much has been unfolded <PUN>    PP Score = 12.424
<PUN> <PUN> well <PUN> <PUN> said charlotte <PUN> <PUN> i wish jane success with all my heart <PUN> and if she were married to him to <PUN> morrow <PUN> i should think she had as good a chance of happiness <PUN> as if she were to be studying his character for a twelvemonth <PUN>    PP Score = 4.124
happiness in marriage is entirely a matter of chance <PUN>    PP Score = 10.970
if the dispositions of the parties are ever so well known to each other <PUN> or ever so similar before <PUN> hand <PUN> it does not advance their felicity in the least <PUN>    PP Score = 6.984
<PUN> <PUN> you make me laugh <PUN> charlotte <PUN> but it is not sound <PUN>    PP Score = 5.247
you know it is not sound <PUN> and that you would never act in this way yourself <PUN>    PP Score = 6.679
<PUN> occupied in observing mr <PUN>    PP Score = 11.188
mr <PUN>    PP Score = 66.385
but no sooner had he made it clear to himself and his friends that she had hardly a good feature in her face <PUN> than he began to find it was rendered uncommonly intelligent by the beautiful expression of her dark eyes <PUN>    PP Score = 4.724
to this discovery succeeded some others equally mortifying <PUN>    PP Score = 8.565
though he had detected with a critical eye more than one failure of perfect symmetry in her form <PUN> he was forced to acknowledge her figure to be light and pleasing <PUN> and in spite of his asserting that her manners were not those of the fashionable world <PUN> he was caught by their easy playfulness <PUN>    PP Score = 13.035
of this she was perfectly unaware <PUN> <PUN> <PUN> to her he was only the man who made himself agreeable no where <PUN> and who had not thought her handsome enough to dance with <PUN>    PP Score = 6.655
he began to wish to know more of her <PUN> and as a step towards conversing with her himself <PUN> attended to her conversation with others <PUN>    PP Score = 4.666
<PUN> what does mr <PUN>    PP Score = 12.242
darcy mean <PUN> <PUN> said she to charlotte <PUN> <PUN> by listening to my conversation with colonel forster <PUN>    PP Score = 4.910
<PUN> <PUN> that is a question which mr <PUN>    PP Score = 4.309
darcy only can answer <PUN>    PP Score = 14.171
<PUN> <PUN> but if he does it any more i shall certainly let him know that i see what he is about <PUN>    PP Score = 5.381
he has a very satirical eye <PUN> and if i do not begin by being impertinent myself <PUN> i shall soon grow afraid of him <PUN>    PP Score = 11.109
<PUN> on his approaching them soon afterwards <PUN> though without seeming to have any intention of speaking <PUN> miss lucas defied her friend to mention such a subject to him <PUN> which immediately provoking elizabeth to do it <PUN> she turned to him and said <PUN> <PUN> did not you think <PUN> mr <PUN>    PP Score = 5.018
darcy <PUN> that i expressed myself uncommonly well just now <PUN> when i was teazing colonel forster to give us a ball at meryton <PUN>    PP Score = 5.758
<PUN> <PUN> with great energy <PUN> <PUN> <PUN> but it is a subject which always makes a lady energetic <PUN>    PP Score = 9.877
<PUN> <PUN> you are severe on us <PUN>    PP Score = 5.940
<PUN> <PUN> it will be <PUN> her <PUN> turn soon to be teazed <PUN> <PUN> said miss lucas <PUN>    PP Score = 3.669
<PUN> i am going to open the instrument <PUN> eliza <PUN> and you know what follows <PUN>    PP Score = 6.245
<PUN> <PUN> you are a very strange creature by way of a friend <PUN>    PP Score = 4.791
<PUN> <PUN> always wanting me to play and sing before any body and every body <PUN>    PP Score = 4.369
<PUN> <PUN> if my vanity had taken a musical turn <PUN> you would have been invaluable <PUN> but as it is <PUN> i would really rather not sit down before those who must be in the habit of hearing the very best performers <PUN>    PP Score = 9.303
<PUN> on miss lucas <PUN> s persevering <PUN> however <PUN> she added <PUN> <PUN> very well <PUN> if it must be so <PUN> it must <PUN>    PP Score = 8.981
<PUN> and gravely glancing at mr <PUN>    PP Score = 7.362
darcy <PUN> <PUN> there is a fine old saying <PUN> which every body here is of course familiar with <PUN> <PUN> <PUN> keep your breath to cool your porridge <PUN> <PUN> <PUN> <PUN> and i shall keep mine to swell my song <PUN>    PP Score = 7.997
<PUN> her performance was pleasing <PUN> though by no means capital <PUN>    PP Score = 5.620
after a song or two <PUN> and before she could reply to the entreaties of several that she would sing again <PUN> she was eagerly succeeded at the instrument by her sister mary <PUN> who having <PUN> in consequence of being the only plain one in the family <PUN> worked hard for knowledge and accomplishments <PUN> was always impatient for display <PUN>    PP Score = 4.506
elizabeth <PUN> easy and unaffected <PUN> had been listened to with much more pleasure <PUN> though not playing half so well <PUN> and mary <PUN> at the end of a long concerto <PUN> was glad to purchase praise and gratitude by scotch and irish airs <PUN> at the request of her younger sisters <PUN> who with some of the lucases and two or three officers joined eagerly in dancing at one end of the room <PUN>    PP Score = 7.806
mr <PUN>    PP Score = 66.385
<PUN> what a charming amusement for young people this is <PUN> mr <PUN>    PP Score = 5.244
darcy <PUN>    PP Score = 26.639
<PUN> <PUN> there is nothing like dancing after all <PUN>    PP Score = 5.052
<PUN> <PUN> i consider it as one of the first refinements of polished societies <PUN>    PP Score = 12.953
<PUN> <PUN> certainly <PUN> sir <PUN> <PUN> <PUN> and it has the advantage also of being in vogue amongst the less polished societies of the world <PUN>    PP Score = 6.808
<PUN> <PUN> every savage can dance <PUN>    PP Score = 40.937
<PUN> sir william only smiled <PUN>    PP Score = 11.125
<PUN> your friend performs delightfully <PUN> <PUN> he continued after a pause <PUN> on seeing bingley join the group <PUN> <PUN> <PUN> <PUN> and i doubt not that you are an adept in the science yourself <PUN> mr <PUN>    PP Score = 12.470
darcy <PUN>    PP Score = 26.639
<PUN> <PUN> yes <PUN> indeed <PUN> and received no inconsiderable pleasure from the sight <PUN>    PP Score = 12.391
do you often dance at st <PUN>    PP Score = 11.106
james <PUN> s <PUN>    PP Score = 10.219
<PUN> <PUN> never <PUN> sir <PUN>    PP Score = 5.419
<PUN> <PUN> do you not think it would be a proper compliment to the place <PUN>    PP Score = 6.467
<PUN> <PUN> it is a compliment which i never pay to any place if i can avoid it <PUN>    PP Score = 4.513
darcy bowed <PUN>    PP Score = 147.405
<PUN> i had once some thoughts of fixing in town myself <PUN> <PUN> for i am fond of superior society <PUN> but i did not feel quite certain that the air of london would agree with lady lucas <PUN>    PP Score = 4.854
<PUN> he paused in hopes of an answer <PUN> but his companion was not disposed to make any <PUN> and elizabeth at that instant moving towards them <PUN> he was struck with the notion of doing a very gallant thing <PUN> and called out to her <PUN> <PUN> my dear miss eliza <PUN> why are not you dancing <PUN>    PP Score = 6.228
<PUN> <PUN> mr <PUN>    PP Score = 4.131
darcy <PUN> you must allow me to present this young lady to you as a very desirable partner <PUN>    PP Score = 5.489
<PUN> <PUN> you cannot refuse to dance <PUN> i am sure <PUN> when so much beauty is before you <PUN>    PP Score = 4.664
<PUN> and taking her hand <PUN> he would have given it to mr <PUN>    PP Score = 5.386
darcy <PUN> who <PUN> though extremely surprised <PUN> was not unwilling to receive it <PUN> when she instantly drew back <PUN> and said with some discomposure to sir william <PUN> <PUN> indeed <PUN> sir <PUN> i have not the least intention of dancing <PUN>    PP Score = 4.776
<PUN> <PUN> i entreat you not to suppose that i moved this way in order to beg for a partner <PUN>    PP Score = 5.378
<PUN> mr <PUN>    PP Score = 9.046
darcy with grave propriety requested to be allowed the honour of her hand <PUN> but in vain <PUN>    PP Score = 4.943
elizabeth was determined <PUN> nor did sir william at all shake her purpose by his attempt at persuasion <PUN>    PP Score = 5.351
<PUN> you excel so much in the dance <PUN> miss eliza <PUN> that it is cruel to deny me the happiness of seeing you <PUN> and though this gentleman dislikes the amusement in general <PUN> he can have no objection <PUN> i am sure <PUN> to oblige us for one half hour <PUN>    PP Score = 5.664
<PUN> he is indeed <PUN> <PUN> but considering the inducement <PUN> my dear miss eliza <PUN> we cannot wonder at his complaisance <PUN> for who would object to such a partner <PUN>    PP Score = 5.470
her resistance had not injured her with the gentleman <PUN> and he was thinking of her with some complacency <PUN> when thus accosted by miss bingley <PUN> <PUN> i can guess the subject of your reverie <PUN>    PP Score = 8.401
<PUN> <PUN> i should imagine not <PUN>    PP Score = 7.898
<PUN> <PUN> you are considering how insupportable it would be to pass many evenings in this manner <PUN> <PUN> in such society <PUN> and indeed i am quite of your opinion <PUN>    PP Score = 4.537
i was never more annoyed <PUN>    PP Score = 162.185
the insipidity and yet the noise <PUN> the nothingness and yet the self <PUN> importance of all these people <PUN>    PP Score = 25.491
<PUN> <PUN> what would i give to hear your strictures on them <PUN>    PP Score = 15.159
<PUN> <PUN> your conjecture is totally wrong <PUN> i assure you <PUN>    PP Score = 4.132
my mind was more agreeably engaged <PUN>    PP Score = 12.132
i have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow <PUN>    PP Score = 5.475
mr <PUN>    PP Score = 66.385
darcy replied with great intrepidity <PUN> <PUN> miss elizabeth bennet <PUN>    PP Score = 21.669
<PUN> <PUN> miss elizabeth bennet <PUN>    PP Score = 5.627
<PUN> repeated miss bingley <PUN>    PP Score = 15.195
<PUN> i am all astonishment <PUN>    PP Score = 8.624
how long has she been such a favourite <PUN>    PP Score = 10.435
<PUN> <PUN> and pray when am i to wish you joy <PUN>    PP Score = 5.345
<PUN> <PUN> that is exactly the question which i expected you to ask <PUN>    PP Score = 3.996
a lady <PUN> s imagination is very rapid <PUN> it jumps from admiration to love <PUN> from love to matrimony in a moment <PUN>    PP Score = 9.872
i knew you would be wishing me joy <PUN>    PP Score = 9.001
<PUN> <PUN> nay <PUN> if you are so serious about it <PUN> i shall consider the matter as absolutely settled <PUN>    PP Score = 6.909
you will have a charming mother <PUN> in <PUN> law <PUN> indeed <PUN> and of course she will be always at pemberley with you <PUN>    PP Score = 5.166
<PUN> he listened to her with perfect indifference <PUN> while she chose to entertain herself in this manner <PUN> and as his composure convinced her that all was safe <PUN> her wit flowed long <PUN>    PP Score = 7.453
chapter vii <PUN>    PP Score = 78.046
mr <PUN>    PP Score = 66.385
bennet <PUN> s property consisted almost entirely in an estate of two thousand a year <PUN> which <PUN> unfortunately for his daughters <PUN> was entailed in default of heirs male <PUN> on a distant relation <PUN> and their mother <PUN> s fortune <PUN> though ample for her situation in life <PUN> could but ill supply the deficiency of his <PUN>    PP Score = 8.608
she had a sister married to a mr <PUN>    PP Score = 7.921
philips <PUN> who had been a clerk to their father <PUN> and succeeded him in the business <PUN> and a brother settled in london in a respectable line of trade <PUN>    PP Score = 9.819
the village of longbourn was only one mile from meryton <PUN> a most convenient distance for the young ladies <PUN> who were usually tempted thither three or four times a week <PUN> to pay their duty to their aunt and to a milliner <PUN> s shop just over the way <PUN>    PP Score = 4.805
the two youngest of the family <PUN> catherine and lydia <PUN> were particularly frequent in these attentions <PUN> their minds were more vacant than their sisters <PUN> <PUN> and when nothing better offered <PUN> a walk to meryton was necessary to amuse their morning hours and furnish conversation for the evening <PUN> and however bare of news the country in general might be <PUN> they always contrived to learn some from their aunt <PUN>    PP Score = 4.187
at present <PUN> indeed <PUN> they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood <PUN> it was to remain the whole winter <PUN> and meryton was the head quarters <PUN>    PP Score = 4.486
their visits to mrs <PUN>    PP Score = 22.233
philips were now productive of the most interesting intelligence <PUN>    PP Score = 36.170
every day added something to their knowledge of the officers <PUN> names and connections <PUN>    PP Score = 6.042
mr <PUN>    PP Score = 66.385
philips visited them all <PUN> and this opened to his nieces a source of felicity unknown before <PUN>    PP Score = 6.366
they could talk of nothing but officers <PUN> and mr <PUN>    PP Score = 6.784
bingley <PUN> s large fortune <PUN> the mention of which gave animation to their mother <PUN> was worthless in their eyes when opposed to the regimentals of an ensign <PUN>    PP Score = 7.082
after listening one morning to their effusions on this subject <PUN> mr <PUN>    PP Score = 6.466
bennet coolly observed <PUN> <PUN> from all that i can collect by your manner of talking <PUN> you must be two of the silliest girls in the country <PUN>    PP Score = 9.602
i have suspected it some time <PUN> but i am now convinced <PUN>    PP Score = 9.326
<PUN> i am astonished <PUN> my dear <PUN> <PUN> said mrs <PUN>    PP Score = 4.317
bennet <PUN> <PUN> that you should be so ready to think your own children silly <PUN>    PP Score = 5.559
if i wished to think slightingly of any body <PUN> s children <PUN> it should not be of my own however <PUN>    PP Score = 10.024
<PUN> <PUN> if my children are silly i must hope to be always sensible of it <PUN>    PP Score = 4.976
<PUN> <PUN> yes <PUN> <PUN> but as it happens <PUN> they are all of them very clever <PUN>    PP Score = 4.275
<PUN> <PUN> this is the only point <PUN> i flatter myself <PUN> on which we do not agree <PUN>    PP Score = 4.456
<PUN> <PUN> my dear mr <PUN>    PP Score = 4.866
bennet <PUN> you must not expect such girls to have the sense of their father and mother <PUN>    PP Score = 6.192
<PUN> <PUN> when they get to our age i dare say they will not think about officers any more than we do <PUN>    PP Score = 5.693
i remember the time when i liked a red coat myself very well <PUN> <PUN> and indeed so i do still at my heart <PUN> and if a smart young colonel <PUN> with five or six thousand a year <PUN> should want one of my girls <PUN> i shall not say nay to him <PUN> and i thought colonel forster looked very becoming the other night at sir william <PUN> s in his regimentals <PUN>    PP Score = 4.542
<PUN> <PUN> mama <PUN> <PUN> cried lydia <PUN> <PUN> my aunt says that colonel forster and captain carter do not go so often to miss watson <PUN> s as they did when they first came <PUN> she sees them now very often standing in clarke <PUN> s library <PUN>    PP Score = 7.921
<PUN> mrs <PUN>    PP Score = 14.420
bennet was prevented replying by the entrance of the footman with a note for miss bennet <PUN> it came from netherfield <PUN> and the servant waited for an answer <PUN>    PP Score = 7.450
what is it about <PUN>    PP Score = 14.787
well <PUN> jane <PUN> make haste and tell us <PUN> make haste <PUN> my love <PUN>    PP Score = 5.241
<PUN> my dear friend <PUN> <PUN> if you are not so compassionate as to dine to <PUN> day with louisa and me <PUN> we shall be in danger of hating each other for the rest of our lives <PUN> for a whole day <PUN> s tête <PUN> à <PUN> tête between two women can never end without a quarrel <PUN>    PP Score = 5.538
come as soon as you can on the receipt of this <PUN>    PP Score = 7.976
my brother and the gentlemen are to dine with the officers <PUN>    PP Score = 6.911
yours ever <PUN> <PUN> caroline bingley <PUN>    PP Score = 11.237
<PUN> <PUN> with the officers <PUN>    PP Score = 7.479
<PUN> i wonder my aunt did not tell us of <PUN> that <PUN> <PUN>    PP Score = 4.408
<PUN> <PUN> dining out <PUN> <PUN> said mrs <PUN>    PP Score = 5.359
bennet <PUN> <PUN> that is very unlucky <PUN>    PP Score = 5.103
<PUN> <PUN> can i have the carriage <PUN>    PP Score = 8.997
<PUN> said jane <PUN>    PP Score = 14.153
<PUN> no <PUN> my dear <PUN> you had better go on horseback <PUN> because it seems likely to rain <PUN> and then you must stay all night <PUN>    PP Score = 4.725
<PUN> <PUN> that would be a good scheme <PUN> <PUN> said elizabeth <PUN> <PUN> if you were sure that they would not offer to send her home <PUN>    PP Score = 4.562
<PUN> <PUN> oh <PUN>    PP Score = 4.233
but the gentlemen will have mr <PUN>    PP Score = 9.643
bingley <PUN> s chaise to go to meryton <PUN> and the hursts have no horses to theirs <PUN>    PP Score = 12.586
<PUN> <PUN> i had much rather go in the coach <PUN>    PP Score = 4.990
<PUN> <PUN> but <PUN> my dear <PUN> your father cannot spare the horses <PUN> i am sure <PUN>    PP Score = 3.440
they are wanted in the farm <PUN> mr <PUN>    PP Score = 4.892
bennet <PUN> are not they <PUN>    PP Score = 8.474
<PUN> <PUN> they are wanted in the farm much oftener than i can get them <PUN>    PP Score = 4.212
<PUN> <PUN> but if you have got them to <PUN> day <PUN> <PUN> said elizabeth <PUN> <PUN> my mother <PUN> s purpose will be answered <PUN>    PP Score = 3.771
<PUN> she did at last extort from her father an acknowledgment that the horses were engaged <PUN>    PP Score = 10.997
her hopes were answered <PUN> jane had not been gone long before it rained hard <PUN>    PP Score = 20.153
her sisters were uneasy for her <PUN> but her mother was delighted <PUN>    PP Score = 10.558
the rain continued the whole evening without intermission <PUN> jane certainly could not come back <PUN>    PP Score = 6.163
<PUN> this was a lucky idea of mine <PUN> indeed <PUN>    PP Score = 4.117
<PUN> said mrs <PUN>    PP Score = 20.210
bennet <PUN> more than once <PUN> as if the credit of making it rain were all her own <PUN>    PP Score = 4.601
till the next morning <PUN> however <PUN> she was not aware of all the felicity of her contrivance <PUN>    PP Score = 7.313
breakfast was scarcely over when a servant from netherfield brought the following note for elizabeth <PUN> <PUN> my dearest lizzy <PUN> <PUN> i find myself very unwell this morning <PUN> which <PUN> i suppose <PUN> is to be imputed to my getting wet through yesterday <PUN>    PP Score = 5.336
my kind friends will not hear of my returning home till i am better <PUN>    PP Score = 6.461
jones <PUN> <PUN> therefore do not be alarmed if you should hear of his having been to me <PUN> <PUN> and excepting a sore <PUN> throat and head <PUN> ache there is not much the matter with me <PUN>    PP Score = 18.385
<PUN> yours <PUN> <PUN> c <PUN>    PP Score = 5.258
<PUN> <PUN> well <PUN> my dear <PUN> <PUN> said mr <PUN>    PP Score = 3.015
bennet <PUN> when elizabeth had read the note aloud <PUN> <PUN> if your daughter should have a dangerous fit of illness <PUN> if she should die <PUN> it would be a comfort to know that it was all in pursuit of mr <PUN>    PP Score = 7.693
bingley <PUN> and under your orders <PUN>    PP Score = 7.969
<PUN> <PUN> oh <PUN>    PP Score = 4.233
i am not at all afraid of her dying <PUN>    PP Score = 7.960
people do not die of little trifling colds <PUN>    PP Score = 29.645
as long as she stays there <PUN> it is all very well <PUN>    PP Score = 26.816
i would go and see her <PUN> if i could have the carriage <PUN>    PP Score = 8.556
she declared her resolution <PUN>    PP Score = 24.670
<PUN> <PUN> i shall be very fit to see jane <PUN> <PUN> which is all i want <PUN>    PP Score = 5.097
<PUN> <PUN> is this a hint to me <PUN> lizzy <PUN> <PUN> said her father <PUN> <PUN> to send for the horses <PUN>    PP Score = 4.011
<PUN> <PUN> no <PUN> indeed <PUN>    PP Score = 4.731
i do not wish to avoid the walk <PUN>    PP Score = 10.852
the distance is nothing <PUN> when one has a motive <PUN> only three miles <PUN>    PP Score = 5.360
i shall be back by dinner <PUN>    PP Score = 12.683
<PUN> <PUN> i admire the activity of your benevolence <PUN> <PUN> observed mary <PUN> <PUN> but every impulse of feeling should be guided by reason <PUN> and <PUN> in my opinion <PUN> exertion should always be in proportion to what is required <PUN>    PP Score = 3.998
<PUN> <PUN> we will go as far as meryton with you <PUN> <PUN> said catherine and lydia <PUN>    PP Score = 5.602
<PUN> if we make haste <PUN> <PUN> said lydia <PUN> as they walked along <PUN> <PUN> perhaps we may see something of captain carter before he goes <PUN>    PP Score = 4.695
<PUN> in meryton they parted <PUN> the two youngest repaired to the lodgings of one of the officers <PUN> wives <PUN> and elizabeth continued her walk alone <PUN> crossing field after field at a quick pace <PUN> jumping over stiles and springing over puddles with impatient activity <PUN> and finding herself at last within view of the house <PUN> with weary ancles <PUN> dirty stockings <PUN> and a face glowing with the warmth of exercise <PUN>    PP Score = 13.041
she was shewn into the breakfast <PUN> parlour <PUN> where all but jane were assembled <PUN> and where her appearance created a great deal of surprise <PUN>    PP Score = 4.686
<PUN> <PUN> that she should have walked three miles so early in the day <PUN> in such dirty weather <PUN> and by herself <PUN> was almost incredible to mrs <PUN>    PP Score = 4.447
she was received <PUN> however <PUN> very politely by them <PUN> and in their brother <PUN> s manners there was something better than politeness <PUN> there was good humour and kindness <PUN>    PP Score = 5.784
<PUN> <PUN> mr <PUN>    PP Score = 4.131
darcy said very little <PUN> and mr <PUN>    PP Score = 7.582
the latter was thinking only of his breakfast <PUN>    PP Score = 7.773
her enquiries after her sister were not very favourably answered <PUN>    PP Score = 8.673
miss bennet had slept ill <PUN> and though up <PUN> was very feverish and not well enough to leave her room <PUN>    PP Score = 11.420
elizabeth was glad to be taken to her immediately <PUN> and jane <PUN> who had only been withheld by the fear of giving alarm or inconvenience <PUN> from expressing in her note how much she longed for such a visit <PUN> was delighted at her entrance <PUN>    PP Score = 4.614
she was not equal <PUN> however <PUN> to much conversation <PUN> and when miss bingley left them together <PUN> could attempt little beside expressions of gratitude for the extraordinary kindness she was treated with <PUN>    PP Score = 6.780
elizabeth silently attended her <PUN>    PP Score = 23.831
when breakfast was over <PUN> they were joined by the sisters <PUN> and elizabeth began to like them herself <PUN> when she saw how much affection and solicitude they shewed for jane <PUN>    PP Score = 5.868
the apothecary came <PUN> and having examined his patient <PUN> said <PUN> as might be supposed <PUN> that she had caught a violent cold <PUN> and that they must endeavour to get the better of it <PUN> advised her to return to bed <PUN> and promised her some draughts <PUN>    PP Score = 6.972
the advice was followed readily <PUN> for the feverish symptoms increased <PUN> and her head ached acutely <PUN>    PP Score = 14.059
elizabeth did not quit her room for a moment <PUN> nor were the other ladies often absent <PUN> the gentlemen being out <PUN> they had in fact nothing to do elsewhere <PUN>    PP Score = 4.862
when the clock struck three <PUN> elizabeth felt that she must go <PUN> and very unwillingly said so <PUN>    PP Score = 6.071
elizabeth most thankfully consented <PUN> and a servant was dispatched to longbourn to acquaint the family with her stay <PUN> and bring back a supply of clothes <PUN>    PP Score = 8.037
chapter viii <PUN>    PP Score = 58.211
to the civil enquiries which then poured in <PUN> and amongst which she had the pleasure of distinguishing the much superior solicitude of mr <PUN>    PP Score = 9.112
bingley <PUN> s <PUN> she could not make a very favourable answer <PUN>    PP Score = 6.959
jane was by no means better <PUN>    PP Score = 11.332
